userRequest,actionReferenceIds,agentResponse,category,conversationUrl,createdAt,externalUrl,handleTime,humanAgents,humanAgentsWithInserts,incompleteActionReferenceIds,insertCount,integration,mavenAppId,metadata,quality,qualityScoreReason,referenceId,resolutionStatus,responseLength,responseType,sentiment,tags,thumbsDownCount,thumbsUpCount,timeToFirstResponse,userIdentifiers,userNames
The user inquired about connecting their Roamio DVR to the TiVo Stream 4K and expressed a desire to integrate their existing TiVo devices with streaming services.,escalate-to-agent,The agent explained that the TiVo Stream 4K does not connect to the Roamio DVR and suggested using TiVo Mini for extending DVR experience. They also provided information about TiVo EDGE features for recording and skipping ads. The agent reiterated that the TiVo Stream 4K operates independently and cannot connect to the Roamio DVR.,App Compatibility,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGeLwHEtM8dIiD3Y4J4lgScqHLOSJrrGTwBPOclmwD16w7cB8HHSz7SxeeIH5HPAYTQYubqCq0u4,2025-02-02T02:53:56.455964Z,,4m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,PleoIX6EpASql9Ks6x7Lt,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to delete their account.,,Agent informed the user that account deletion requires contacting TiVo support and provided steps to cancel TiVo service instead.,Account Management,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGd4PUMqq1jTouSCdprUWnKY2E5Ptymz5K6LdlWJRNePXmXVAfqAdCXEybAGfRSDyuIgYv5Y6GRQ,2025-02-02T02:23:33.428015Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,HV7OJoVQ6OqmdrimCU6RM,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to set up their TiVo device.,,Agent requested clarification on which TiVo product the user is using for setup instructions.,Device Setup,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGbwPzuGds8YdlsxK1w3IXLJ4YUnVcBbjc1DNpUY7ublRlyldWobIJsuHzBlIjbBfI8raVZfZUfs,2025-02-02T02:12:50.402999Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,NEEDS_USER_CLARIFICATION,A8JadNBo3xdHnrHG2GoIU,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Reported that TiVo is restarting several times every evening.,,"Provided troubleshooting steps for the TiVo Bolt, including restarting the device, power cycling, checking connections, ensuring proper ventilation, and removing accessories.",Device Malfunction,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGa1zHrcX8bVAnuwQVdBeiAaAwqAELLt5tAaLknJKCOvqxPMEGfIHL5lfBv7M8aiA1vMJscEN300,2025-02-02T01:52:55.181228Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,5-xkH1fDMGsd98lqMgwEV,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User reports having no audio on their TiVo device.,,"Agent provided troubleshooting steps including checking volume settings, audio output settings, testing with another device, restarting devices, checking cable connections, updating software, and performing a factory reset if necessary.",Audio Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGZu4832L9DMlgrVAW2q2BeLAzfnOTWEtmwvqXDeO6ECVjLWJdSlqYKBMTPwgMe2nkJxoy7kQgJ2,2025-02-02T01:50:59.386640Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,UNKNOWN,4_B9pyUhlUqPIdEOnpY74,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,1,0,,,
User is trying to figure out how to pay their bill online as the service is down.,,Agent provided steps to pay the bill online through the My Account portal and mentioned that the user may need to wait if the service is down.,Online Payment Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGfShQ0wDPM4JuvIrJ5LfPPAWibbqweqiAzezQZUAUXa4cjHyC9QqwLWCs8oAHGiDdyv3Tdqjx3M,2025-02-02T01:15:45.740601Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,WjD6orPD3o9KiGAP4zE6v,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
Inquired about transferring recordings from TiVo to another device.,,"Provided steps to transfer recordings from one TiVo DVR to another, including important notes about transfer limitations.",Media Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjPS4YUqjdtgcUMoQ1CRiPLC2z2gb9NI04R7v3plHT5jsSVupiAMNTnqV8feX4KzxlcDRUxU1sS,2025-02-02T01:08:16.861346Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,pMOilGdDvhhFqiOfauB8g,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to close their account and then how to remove the entire account.,escalate-to-agent,Agent provided steps to cancel service on devices and mentioned that complete account removal requires support team assistance.,Account Management,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGc73WFqAjcq5IszH7u666pfaC8S2bNElLQliix0jmXCTQtOvn8Tbd2cVPXBewN2QwfI9MCwmHZM,2025-02-02T01:07:33.874070Z,,0m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,BM0rJVWK2Ou_0P6BCvPfP,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Inquired about finding the TiVo 4K remote.,,Provided tips to locate the TiVo 4K remote and suggested using a glow-in-the-dark case for easier visibility.,Remote Control Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGZaVwawF4zKm8a2TI3dK0gVYFHt4QHvcbtqc1fV2exPG8QnOYn9e1hdMjKOa1SPjAjFueWcGG1M,2025-02-02T00:36:38.544387Z,,1m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,2bSa-QwclZR1aca9CF4F0,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User wants to know how to transfer lifetime service for a used TiVo BOLT and Mini.,,"Agent provided steps for both the original and new owner to transfer the lifetime service, including contacting TiVo Support.",Device Service Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGeVQmOA84pG9ealYwnkCgIRhes8bqRPbriymCq94uZYG8OnTv2IGwL6MYHNmepr6eb2EQLCWrrg,2025-02-02T00:30:57.822385Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,QczEh3_qkGg2kl3K-v4rG,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Requested setup instructions for TiVo device.,,"Provided setup instructions for the TiVo Stream 4K, including connecting the device and pairing the remote.",Device Setup,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjH4jY5Ne5VsvGHIlA63oH1tMM8mIcnTs7CxWbtZ9ZasKeoTBz6l1J5jtyTFi6IdRKsfMSwug5s,2025-02-02T00:28:46.887739Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,osDYJrMcKmTh0enYtca7f,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Asked how to transfer recordings from TiVo to another device.,,"Provided steps to transfer recordings from one TiVo DVR to another, including important notes about transfer limitations.",TiVo Recording Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGeLk25UsmLKAT8haC4fM4OG6ZZ93vrTdpiIWChkwomYuFuLaGYxPr1OsVXFAP9eYH55X3XIFoOK,2025-02-02T00:19:10.889014Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,PgAey42cZIO6nREbK_O6j,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Inquired about transferring recordings from TiVo to another device.,,"Provided steps to transfer recordings from one TiVo DVR to another, including important notes about transfer limitations.",TiVo Recording Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGdDpLBBqupQ9YSFweLfKFYUy1hqDevxXlZQ41zQLs0lRyep11OYm7DpVxCLkKf3npagzACh4E0i,2025-02-02T00:16:54.830416Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,IKXKRfV2lAGV4RRCVlXH2,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User's TiVo Guide only lists channels 2-4 and other channels are inaccessible.,,"Agent provided steps to check guide options, channel list, update channel lineup, and report issues if problems persist.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGhC7BG10WYLDs3QORpD7LIEvYYdx2L4LroyWNqfJfLr2OXRtuyLxO2iNZuPKGhS08tI1dGQSZG8,2025-02-02T00:09:48.853298Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,bVZ0mA1LpFWqOeBXPK4rj,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
Inquired about the AUTH_ERR_1104 error on TiVo Stream 4K.,,"Provided troubleshooting steps for the AUTH_ERR_1104 error on TiVo Stream 4K, including checking the activation code, internet connection, restarting the device, and trying again later.",General Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGi8QaoCX8JkyfI6WfdJAKT3hFEP2M5EJcHuUuTrovqfIX9XQj3nmHBFtBFtgfwg2XAx6pAJQdOe,2025-02-02T00:03:34.028610Z,,1m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,hDFZBUp70b1GPEXy8L3AE,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to set up their TiVo device and specified they have a Roamio with a new CableCARD that needs activation.,,"Agent provided detailed steps for activating the CableCARD with the TiVo Roamio, including inserting the CableCARD, accessing the CableCARD menu, recording necessary information, contacting the cable provider, and testing for a TV signal.",Device Setup,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGc6kgf6Vy15SmXA5bY3Git6IGqa5cyiJFdwQJ2HcJZf8oBYL2wm8thPLIYjQZkryUrseeCah4jM,2025-02-01T23:56:31.647466Z,,1m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,BEHYeHGj4RZPhpJKGD_SA,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked for help with TiVo not recording shows.,,"Agent provided troubleshooting steps for TiVo recording issues, including checking power, recording conflicts, settings, and network changes.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGhpS0nw859jWETYvGYdqAW1WEtYvlpVQoaz95IbLAGbCaOERrL4b8iDykIkemO5FjPLDdmeqCH6,2025-02-01T23:55:58.773776Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,fVJCryBWQmJP5K2_kpc1p,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Reported an error with a channel not showing content.,,"Provided troubleshooting steps for a TiVo channel error, including checking guide options, channel list, repeating guided setup, and reporting a lineup issue.",Channel Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGcGmCVJNuRBuAmammk7SOBTQjgzQU1fTJVAnXrVaMS2gdYdEFHics1h1Dos2eWtoCiI6GxjCRvg,2025-02-01T23:52:19.838377Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,CJ9BxSXZ-gATBorrmiC6H,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
Reported issue with TiVo unit not receiving cable channels.,,"Provided troubleshooting steps for TiVo unit not receiving cable channels, including checking connections, verifying CableCARD installation, restarting the DVR, and checking signal strength.",Cable Equipment Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGeAUVwwPpISOu33Av4kk2IXLt3bNrMuQ4ESSmwYJC9NU3voGyNrDCTN7I2rlLkHHpojagy1Yrhs,2025-02-01T23:43:36.029397Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,OBgjpk7yIK3jz6rxYrXw5,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
Inquired about what to do if TiVo is not recording shows.,,"Provided troubleshooting steps for TiVo not recording shows, including checking power, recording conflicts, priority settings, and network schedule changes.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGh2hajTGUT6N3fgABZX5UIFbHqdv2MTdvEvBp6OVLjliyIBCX4urzNOgSCY9yWvMR6gIyZTeQBo,2025-02-01T23:42:21.519416Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,aaUpsOja6CgrnoyBeBJFU,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Inquired about transferring recordings from TiVo to another device.,,"Provided steps to transfer recordings from one TiVo DVR to another, including important notes about transfer limitations.",TiVo Recording Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGckCdRBFMJimUnvKEIdkeC4zTetxlG3pV4ueZmkNCkqJJ7q9177xN3RcZ7iRkZQd9ObMAV1lTeO,2025-02-01T23:41:03.989463Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,FH5RCfEo-6cmuKo3Ft9yi,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Asked how to transfer recordings from TiVo to another device.,,"Provided steps to transfer recordings from one TiVo DVR to another, including important notes about transfer limitations.",TiVo Recording Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGgjzXF47bCNuK1JX6u3D63otITobMxAcNkruxrzQQDkjonndqUP8ppUa18hJ1PkDZCQRxaWX2qS,2025-02-01T23:41:03.495161Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,_zIiHb6o9HQvdBMMw5NU0,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to transfer recordings from TiVo to another device.,,"Agent provided step-by-step instructions for transferring recordings between TiVo DVRs, including important notes about transfer limitations.",TiVo Recording Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGZj7W5OGpX99tgDNF6tbPwGKo5P4hV9HLNLg2YdLWN6DxOccvB5em6BcX8HqVI4x6mZfStU2eQO,2025-02-01T23:41:03.034899Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,3BXIeatBoPwW0OhDOnxxv,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to transfer recordings from TiVo to another device.,,Agent provided step-by-step instructions for transferring recordings between TiVo DVRs and noted important limitations.,TiVo Recording Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGfcv7bRRlA8XfGyp2oZf2Cn6BRHwE3zBX2GnKKqISjKftyZJ8bH631cfPqAn4hqP5MIqCact4c8,2025-02-01T23:41:02.596134Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,XtSBJpjYL4dNtVRKrjqxB,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
"User repeatedly asked how to transfer recordings from TiVo to another device and how to set up their TiVo device, as well as what to do if their TiVo is not recording shows.",escalate-to-agent,"Agent provided instructions for transferring recordings, setting up the TiVo DVR, and troubleshooting recording issues. However, after multiple inquiries, the agent suggested connecting the user to a support agent for further assistance.",TiVo Activation,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGclkSJ75U26c8g1mX7RGqRQSGGMezLgxURoM6SyYJS6ScM70nYnH1j03Nu7TIQ2u7yJlmYOpBH2,2025-02-01T23:41:00.685267Z,,4m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,Fpp48ksGG43KDMryaddZg,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
How to turn off screen reader with Logitech Harmony remote?,,"To turn off the Screen Reader on a TiVo device using a Logitech Harmony remote, identify the equivalent of the 'A' button and hold it for more than 2 seconds. Check the Harmony app for button mapping if needed.",Remote Control Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGfmB5sxLm2H2oXL10AsCI3gDP1Lsmu0JLCgFc8BaZkh7WBQk0tOyxjOkOVkMwLMAB6izlccPJjg,2025-02-01T23:04:01.883647Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,YeNbOEZRv9LecIpmPOpK4,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
"User asked for the name of the latest TiVo purchased, requested remote recommendations, inquired about accessing new features, compatibility with YouTube TV, setup for TiVo Stream 4K, availability of recommended remotes, and universal remote usage.",,"Agent identified the latest TiVo as TiVo Premiere 4, recommended TiVo VOX and Slide Pro remotes, explained available apps, noted YouTube TV compatibility issues, provided setup instructions for TiVo Stream 4K, suggested checking other retailers for remotes, and confirmed universal remote compatibility.",Product Purchase Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjaAfG8oJMqPh73L7gefpZGoUDv7aXHLBM1392XwMYgEnmN5xL3VrowWvF1MTgSVNUfPKXbsvMy,2025-02-01T22:57:55.446257Z,,44m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,qdVo-UJz6pm5Kyamfgz1L,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Inquired if TiVo EDGE works with DirecTV streaming.,,TiVo EDGE does not directly integrate with DirecTV streaming services but can access other streaming apps.,Compatibility Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGiJSdiKSrvYAG4XQr2vs1oJ23BlLfEatpj4rp9p1s1j8zBYPbsstfutj8DBF8xTc31iCgKEQZvA,2025-02-01T22:41:41.541064Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,icxg7zmph52eK9EX3pwzW,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User wants to find out what TiVo device they own and how to find the software version.,escalate-to-agent,Agent provided steps to identify the TiVo device and find the software version. User requested to speak to a human agent.,Device Identification,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGaMljGS5okVaQronM1Q6K49gg2JqsMrjn1BzE7zMXhdJQAr0tk0qiUWPj87HyoNVYlkJnqwOFbY,2025-02-01T22:40:18.906055Z,,1m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,UNKNOWN,7JkwwDezQAy-FWBCB6S73,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Inquiry about the availability of live agents on Saturdays.,,Informed that live agents are not available on Saturdays; phone support operates on weekdays only.,Live Agent Support,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGh1d9ObK2Mg0LRw7uKEEBv7Cd5VNC9WfCeCK86pr3EnDrI3VvtTPEGDyfsFFw3c7QIW1nWLcF9g,2025-02-01T22:35:24.955294Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,aEpMpB7RJpDhml2_ROp-l,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User is unable to find the button to connect to a live agent despite being within the available hours.,escalate-to-agent,"Agent acknowledges the issue with the connection button and attempts to reconnect the user to a live agent, suggesting possible technical issues.",Agent Connection Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGeLyiIYYlTKCXxmqdBXGFkgi0i3s41BJnEqGwLgKPMNyeBnKrpF3XBQGd72tcpAGCop3pJUln1g,2025-02-01T22:18:07.109407Z,,5m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,PmkN2LbE9uQp7n2c_TdcV,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User's TiVo won't connect to the wireless network despite troubleshooting steps taken.,escalate-to-agent,"Agent provided troubleshooting steps, but user confirmed none worked. Agent escalated the issue to connect the user with a support agent.",Wireless Connectivity Troubleshooting,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGkojU3k6I598nl0aNGN14zoBmkvLopJ2JS9KOUSHSwveS11PTHNH8LCRsd1ZoXjgRTFTv6ihHW8,2025-02-01T22:13:38.331130Z,,1m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,y-GeC7GYW9a5oIotfqxum,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
User is canceling TiVo service and inquires about transferring recordings to another device.,,Agent confirms cancellation details and provides instructions for transferring recordings between TiVo devices.,Account Cancellation,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGdEbD05wYGMB5iywLyNlD32NhRxaR7h3DuftveaQnldLPFdTDi3OuXbFD5OqHFKiTXD7f8PqlT2,2025-02-01T22:13:30.681198Z,,10m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,I_q4EqBACo2oaqcG8eBls,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,MIXED,,0,1,,,
The customer complained about a failed TiVo Mini LUX received in October.,,The agent informed the customer about the TiVo Limited Warranty covering the TiVo Mini LUX and provided a link for more details on the exchange process.,Product Failure,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGeJmeVamnqvWZPRph15B2OLl5TmvY6I3736AJCPrtmq4oB78NghoLTzguBmyDEqsbDmkA3Wudxk,2025-02-01T22:09:12.943198Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,P4KQSqI3mdrPXcoj-yNTU,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
